ID,NOME
110,ADMELOG
111,AD-MUC
112,ADOLESS
113,ADORLAN
114,ADREN
115,ADRIBLASTINA
116,AD-TIL
117,ADVANTAN
118,ADVATE
119,ADVIL
120,ADVIL 12H
121,AD-VITAM
122,ADYNOVATE
123,AERODINI
124,AERODIVENT
125,AEROFLUX
126,AEROFRIN
127,AEROGOLD
128,AERO-IFAL
129,AEROLIN
130,AEROMED
131,AEROTRAT
132,AFINITOR
133,AFOLIC
134,AFOLIC INFANTIL
135,AFOPIC
136,AFRAT
137,AFREZZA
138,AFRIN
139,AFSTYLA
140,AFTINE
141,�GAPE
142,AGAROL
143,AGIOLAX
144,AGLITIL
145,AGLUCOSE
146,AGOMELATINA
147,AGOXOM
148,AGRASTAT
149,AGREG
150,AGRYLIN
151,�GUA BACTERIOST�TICA
152,�GUA EST�RIL BAXTER
153,�GUA EST�RIL PARA INJET�VEIS BEKER
154,AGUA INGLESA CATARINENSE
155,AGUA PARA INJE�AO
156,AGUA PARA INJE��O
157,�GUA PARA INJE��O
158,�GUA PARA INJE��O B. BRAUN
159,�GUA PARA INJE��O HYPOFARMA
160,AGUA PARA INJETAVEIS
161,�GUA PARA INJETAV�IS
162,�GUA PARA INJET�VEIS
163,�GUA PARA INJET�VEIS BASA
164,�GUA PARA IRRIGA��O
165,AGUD
166,AH-ZUL
167,AIPRI
168,AIRES
169,AIXA
170,AJOVY
171,AKINETON
172,AKSSUS
173,AKYNZEO
174,ALBEL
175,ALBENDAZOL
176,ALBENDAZOL 40 MG/ML SUSPENS�O ORAL
177,ALBENTEL
178,ALBIOMIN
179,ALBISTIN
180,ALBOCRESIL
181,ALBUMAX
182,ALBUMINA HUMANA
183,ALBUMINA HUMANA GRIFOLS
184,ALBUMINA S�RICA HUMANA NORMAL
185,ALBUNEX
186,ALBUREX 20
187,ALCACHOFRA  HERBARIUM
188,ALCACHOFRA CELLOFARM
189,ALCACHOFRA MULTILAB
190,ALCACHOFRA NATULAB
191,ALCACHOFRA VIDORA
192,ALCACHOFRAX
193,ALCAGEST
194,ALCAHERB
195,ALCANATAN
196,ALCYTAM
197,ALDACTONE
198,ALDAZIDA
199,ALDIJET
200,ALDOMET
201,ALDOSTERIN
202,ALDURAZYME
203,ALECENSA
204,ALEKTOS
205,ALEKTOS PED
206,ALENDIL
207,ALENDIL C�LCIO D
208,ALENDRONATO DE SODIO
209,ALENDRONATO DE S�DIO
210,ALENIA
211,ALENTHUS XR
212,ALERADINA
213,ALERFIN
214,ALERGALIV
215,ALERGCORTEM
216,ALERGIDEX
217,ALERGOMINE
218,ALEVO
219,ALFACRIS
220,ALFAEPOETINA
221,ALFAESTRADIOL
222,ALFAINTERFERONA 2B
223,ALFAINTERFERONA 2B (RECOMBINANTE)
224,ALFASIN
225,ALFAST
226,ALFRON
227,ALGESTONA ACETOFENIDA + ENANTATO DE ESTRADIOL
228,ALGEXIN COMPOSTO
229,ALGICOD
230,ALGIE
231,ALGINAC
232,ALGOYECT
233,ALGY-FLANDERIL
234,ALICURA
235,ALIMAX
236,ALIMTA
237,ALIVBABY
238,ALIVDIP
239,ALIVIOL
240,ALIVIUM
241,ALIVPRESS
242,ALKERAN
243,ALLEGRA
244,ALLEGRA D
245,ALLENASAL
246,ALLESTRA
247,ALLEXOFEDRIN
248,ALLEXOFEDRIN D
249,ALLEXOFEDRIN PEDI�TRICO
250,ALLOVITA
251,ALLUNY
252,ALLURENE
253,ALOFF
254,ALOFF XPE
255,ALOIS
256,ALOIS DUO
257,ALOND
258,ALOPURINOL
259,ALOXIDIL
260,ALOZEX
261,ALPES
262,ALPHABRIN
263,ALPHACAINE
264,ALPHAGAN
265,ALPHALIV
266,ALPHANATE
267,ALPHANINE
268,ALPHANINE SD
269,ALPRAZOLAM
270,ALPROXY
271,ALREX
272,ALTAD
273,ALTAD CAPS
274,ALTIVA
275,ALTVEN
276,ALUDOR
277,ALURAX
278,ALZ
279,ALZYNAMIN
280,AMAGLYN
281,AMARYL
282,AMATO
283,AMBISOME
284,AMBROFLUX
285,AMBROL
286,AMBROXMEL
287,AMELOVAS
288,AMENIFLAC
289,AMGEVITA
290,AMICORED
291,AMICOZOL
292,AMIDALIN
293,AMINOFILINA
294,AMINOLEX
295,AMINOSTERIL N-HEPA 8%
296,AMINOVEN
297,AMINOVEN 10% INFANT
298,AMIOBAL
299,AMIORON
300,AMITIZA
301,AMIXAL
302,AMLODIL
303,AMLOTESS
304,AMLOVASC
305,AMOME
306,AMORA
307,AMOX-EMS
308,AMOXICILINA
309,AMOXICILINA + CLAVULANATO DE POTASSIO
310,AMOXICILINA + CLAVULANATO DE POT�SSIO
311,AMOXICILINA S�DICA + CLAVULANATO DE POT�SSIO
312,AMOXICILINA TRI-HIDRATADA
313,AMOXICILINA TRIHIDRATADA
314,AMOXICILINA TRI-HIDRATADA + CLAVULANATO DE POT�SSIO
315,AMOXICILINA TRIIDRATADA
316,AMOXICILINA TRIIDRATADA + CLAVULANATO DE POT�SSIO
317,AMOXICILINA+CLAVULANATO DE POTASSIO
318,AMOXIMED
319,AMPICILAB
320,AMPICILINA
321,AMPICILINA BENZATINA+AMPICILIN
322,AMPICILINA S�DICA
323,AMPICILINA S�DICA + SULBACTAM S�DICA
324,AMPICILINA S�DICA + SULBACTAM S�DICO
325,AMPIFAR
326,AMPLACILINA
327,AMPLATIL
328,AMPLICTIL
329,AMPLIUM G
330,AMPLOGIN
331,AMPLOSPEC
332,AMPRAX
333,AMYTRIL
334,ANA - FLEX
335,ANADOR
336,ANAFRANIL
337,ANANGOR
338,ANASTROL
339,ANASTROLIBBS
340,ANASTROZOL
341,ANCLORIC
342,ANCORON
343,ANDANTOL
344,ANDES
345,ANDHORA
346,ANDOLBA
347,ANDRIODERMOL
348,ANDROCORTIL
349,ANDROCUR
350,ANDROFLOXIN
351,ANDROGEL
352,ANDROSTEN
353,ANEMIFER
354,ANESEVO
355,ANESFENT
356,ANESTALCON
357,ANEST�SICO OCULUM
358,ANESYN
359,ANFORICIN B
360,ANFUGINE
361,ANFUGITARIN
362,ANGELIQ
363,ANGIN HEEL SD
364,ANGINO RUB
365,ANGIOPRIL
366,ANGIOTENSIL HCT
367,ANGIPRESS
368,ANGIPRESS CD
369,ANIDULAFUNGINA
370,ANLO
371,ANLUSBED
372,ANNITA
373,ANORO ELLIPTA
374,ANSENTRON
375,ANSIODORON
376,ANSIOLEX
377,ANSIRAX
378,ANSITEC
379,ANSIVAL
380,ANTARA
381,ANTIBREX
382,ANTIDIN
383,ANTIMAIS S�PTICO
384,ANTITROMBINA HUMANA
385,ANTIVIRAX
386,ANTROFI
387,ANTUX
388,ANULOV
389,ANYA
390,AORTT
391,APAXY
392,APECIBINE
393,APETIVAN BC
394,APETIVITON BC
395,APEVITIN BC
396,�PICE
397,APIDRA
398,APIGUACO
399,APIXABANA
400,APLAUSE
401,APRACUR
402,APRACUR DUO
403,APRAZ
404,APRESOLINA
405,APROLAN
406,APROVEL
407,APROZIDE
408,ARACELI
409,ARACOR
410,ARACOR ANLO
411,ARACOR HCT
412,ARADOIS
413,ARADOIS H
414,ARAMIN
415,ARANESP
416,ARARTAN
417,ARASID
418,ARAVA
419,ARAZABI
420,ARCALION
421,ARCHEUS
422,ARCOXIA
423,AREBLAZ
424,AREMAZ
425,ARFLEX RETARD
426,ARGEVIT C
427,ARGIX
428,�RIA
429,ARICILINA
430,ARIFENICOL
431,ARIMIDEX
432,ARIPIPRAZOL
433,ARISCORTEN
434,ARISTAB
435,ARISTOPRAMIDA
436,ARIXTRA
437,ARLIVRY
438,ARNICA DO MATO EC
439,ARNICA GEL
440,ARNICA MONTANA ADV
441,ARNICA PR�P�S
442,ARNICA WELEDA
443,ARODAP
444,AROMASIN
445,AROPAX
446,ARPADOL
447,ARPAFITO
448,ARPATABS
449,ARPEJO
450,ARPYNFLAN
451,ARTANE
452,ARTELAC
453,ARTEMIDIS 35
454,ARTEROX
455,ARTESUNATO +  MEFLOQUINA FARMANGUINHOS
456,ARTICAINE
457,�RTICO
458,�RTICO CAPS
459,ARTISAL
460,ARTISS
461,ARTOGLICO
462,ARTRINID
463,ARTRINON
464,ARTRITEC
465,ARTRODAR
466,ARTROFLAN
467,ARTROLIVE
468,ARTROSIL
469,ARULATAN
470,ASEA
471,ASEA HCT
472,ASMAFIN
473,ASMANON
474,AS-MED
475,ASMOFEN
476,ASPARGIL C
477,ASPIRINA
478,ASPIRINA C EFERVESCENTE
479,ASPIRINA PREVENT
480,ASSERT
481,ASTRO
482,ASTRO IV
483,ATACAND
484,ATACAND COMB
485,ATACAND HCT
486,ATAK
487,ATAK CLAV
488,ATELIDONA
489,ATELOP
490,ATENEUM
491,ATENOBAL
492,ATENOCLOR
493,ATENOLAB
494,ATENOLOL
495,ATENOLOL + CLORTALIDONA
496,ATENOPRESS
497,ATENORESE
498,ATENSINA
499,ATEPRESS
500,ATEROGREL
501,ATEROMA
502,ATESTO
503,ATIP
504,ATIP XR
505,ATLANSIL
506,ATOBACH
507,ATORLESS
508,ATORVASTATINA CALCICA
509,ATORVASTATINA C�LCICA
510,ATRACE
511,ATRED
512,ATROFARMA
513,ATROFEM
514,ATROPINA
515,ATROPION
516,ATROVENT
517,ATROVERAN DIP
518,ATROVEX
519,ATTENZE
520,ATTOSY
521,ATURGYL
522,AUBAGIO
523,AURIS-SEDINA
524,AUROTAZ-P
525,AVAL
526,AVALOX
527,AVAMYS
528,AVASTIN
529,AVAXIM
530,AVESTRIA
531,AVIANT
532,AVIANT EFE
533,AVICIS
534,AVIDE
535,AVIV
536,AVODART
537,AVONEX
538,AXETIL CEFUROXIMA
539,AXETILCEFUROXIMA
540,AXONIUM
541,AZACITIDINA
542,AZANEM
543,AZAXIL
544,AZELAN
545,AZEUS
546,AZI
547,AZICIN
548,AZILECT
549,AZINOSTIL
550,AZITRIMICINA DI-HIDRATADA
551,AZITROGRAN
552,AZITROLAB
553,AZITROMED
554,AZITROMICINA
555,AZITROMICINA DI-HIDRATADA
556,AZITROMICINA DIIDRATADA
557,AZITROMICINA MONOIDRATADA
558,AZITROMICINA MONOIDRATADA 500MG
559,AZITROPHAR
560,AZNITE
561,AZOPT
562,AZORGA
563,AZOX
564,AZTREONAM
565,AZUKON MR
566,AZULFIN
567,B -PLATIN
568,BABYMED
569,BABYMED TRATAMENTO
570,BABYNEO
571,BACFAR
572,BACIGEN
573,BACINA
574,BACINANTRAT
575,BACINEO
576,BACLOFEN
577,BACLOFENO
578,BACLON
579,BACROCIN
580,BACSULFAPRIM
581,BAC-SULFITRIN
582,BACTERACIN
583,BACTODERM
584,BACTOMAX
585,BACTRIM
586,BACTROBAN
587,BACTRONEO
588,BACTROPIN
589,BAHIAFARMA INSULINA HUMANA NPH
590,BAHIAFARMA INSULINA HUMANA R
591,BALEFIO
592,B�LSAMO ALEM�O DE NOHASCHECK
593,BALSAMO BENGUE
594,B�LSAMO BRANCO
595,BAMIFIX
596,BANXA
597,BARACLUDE
598,BARBITRON
599,BARIOGEL
600,BART H
601,BASAGLAR
602,BASENA ENEMA DE GLICERINA A 12%
603,BAVENCIO
604,BAXTER GLICINA
605,BAXTER GLICOSE
606,BAXTER SOLU��O DE RINGER COM LACTATO
607,BAXTER SORBITOL
608,BAYCUTEN N
609,BAYRO
610,B.BRAUN SOLU��O DE RINGER N�3
611,BEBEX ADE
612,BEBEX N
613,BECA
614,BECLONATO
615,BECLOSOL
616,BEDFORDPOLY - B
617,BEDIMZA
618,BEFOLIK
619,BELARA
620,BELARINA
621,BELCOMPLEX
622,BELCOMPLEX B
623,BELEMINA
624,BELEODAQ
625,BELFACTRIM
626,BELFAREN
627,BELFLARZOL
628,BELKYRA
629,BELLY
630,BELMIRAX
631,BELPELE
632,BELPIDEX
633,BELSPAN
634,BELTAZIN
635,BENALET
636,BENALET TSC
637,BENATUX
638,BENECTRIN
639,BENEFIX
640,BENEGRIP
641,BENEGRIP MULTI
642,BENEGRIP MULTI DIA
643,BENEGRIP MULTI NOITE
644,BENEROC
645,BENERVA
646,BENESTARE
647,BENEUM
648,BENEVAT
649,BENEVRAN
650,BENICAR
651,BENICAR HCT
652,BENICARANLO
653,BENLYSTA
654,BENOFLEX P
655,BENORMAL
656,BENSTATIN
657,BENZAPEN G
658,BENZETACIL
659,BENZEVIT
660,BENZIBEL
661,BENZIDROL
662,BENZIFLEX
663,BENZIFLEX LIS
664,BENZIN
665,BENZOATO DE BENZILA
666,BENZOATO DE SODIO ASSOCIADO
667,BENZODERM
668,BENZOILMETRONIDAZOL
669,BENZOILMETRONIDAZOL + NISTATINA + CLORETO DE BENZALC�NIO
670,BENZOL
671,BENZOLOM
672,BENZOTOP
673,BEPANTRIZ
674,BEPEBEN
675,BEQUIDEX
676,BERBERIS-HOMACCORD
677,BERGOX
678,BERIATE P
679,BERIBUMIN
680,BERINERT
681,BERIPLAST P
682,BERIPLEX P/N
683,BERITIN   BC
684,BERK
685,BERLISON
686,BEROCCAL
687,BEROTEC
688,BESEROL
689,BESFLOX
690,BESILAPIN
691,BESILATO DE AMLODIPINA
692,BESILATO DE ANLODIPINO
693,BESILATO DE ANLODIPINO + LOSARTANA POT�SSICA
694,BESILATO DE ANLODIPINO+ATENOLOL
695,BESILATO DE ATRAC�RIO
696,BESILATO DE CISATRAC�RIO
697,BESILATO DE LEVANLODIPINO
698,BESIVANCE
699,BESOMED
700,BESPONSA
701,BETACARE
702,BETACORTAZOL
703,BETACRIS
704,BETADINE
705,BETADINE XR
706,BETAFACT
707,BETAFERON
708,BETA-LONG
709,BETALOR
710,BETAMETASONA
711,BETAPRO
712,BETAPROSPAN
713,BETASERC
714,BETATRINTA
715,BETEGLID
716,BETES
717,BETINA
718,BETNELAN
719,BETNOVATE
720,BETNOVATE N
721,BETOGENTA
722,BETOPTIC
723,BETRAT
724,BETRICORT
725,BETRIX
726,BEVESPI AEROSPHERE�
727,B�VITER
728,BEXAI
729,BEXETON
730,BEXSERO
731,BEXTRA IM/IV
732,BEZAFIBRATO
733,BHENA
734,BIALERGE
735,BIALU
736,BIALUDEX
737,BIANCORT
738,BIAT�S
739,BIBAG
740,BICALUTAMIDA
741,BICARBONATO DE S�DIO
742,BICARBONATO DE S�DIO - FARMACE
743,"BICARBONATO DE S�DIO 8,4 %"
744,BICERTO
745,BICERTO IV
746,BICONCOR
747,BIENN DIRECT
748,BIKTARVY
749,BILASTINA
750,BIMAGAN
751,BIMAPROST
752,BIMATOPROSTA
753,BIMONY
754,BINAV
755,BINOSPAN COMPOSTO
756,BIO - VAGIN
757,BIO E
758,BIO MANGUINHOS INFLIXIMABE
759,BIOARGI-C
760,BIO-C
761,BIO-C + ZINCO
762,BIOEZULEN
763,BIOFENAC
764,BIOFLAC
765,BIOFLADEX
766,BIOFLAN
767,BIOFOR C
768,BIOFORT�NICO
769,BIOGINKGO BIONATUS
770,BIOGLICO
771,BIOGRIPE
772,BIOHEPATON
773,BIOMAG
774,BIO-MANGUINHOS ALFATALIGLICERASE
775,BIO-MANGUINHOS BETAINTERFERONA 1A
776,BIO-MANGUINHOS ETANERCEPTE
777,BIO-MANGUINHOS TRASTUZUMABE
778,BIOMATROP
779,BIOSENG
780,BIOSTATE
781,BIOTIFENO
782,BIOTOSS EDULITO
783,BIOTOSS XAROPE
784,BIOVICERIN
785,BIOVIR
786,BIOVITA ZINCO
787,BIPHOZYL
788,BIPROSLAM
789,BIQUIZ
790,BISALAX
791,BISMU-JET
792,BISOLPHAR
793,BISOLVON
794,BISOPRO-GRAN
795,BISSULFATO DE CLOPIDOGREL
796,BISURAN
797,BIVOLET
798,BLAUBIMAX
799,BLAUIMUNO
800,BLAZTERE
801,BLEU PATENTE V
802,BLINCYTO
803,BLUDERM
804,BLUMEL HEDERA
805,BOLDINE
806,BOLDO BELFAR
807,BOLDO KLEIN
808,BOLDOVITA
809,BOLT CAPS
810,BOMVERM
811,BONAGRAN
812,BONALEN
813,BONAR
814,BONECAL D
815,BONEPREV
816,BONVIVA
817,BORTEZOMIBE
818,BORTYZ
819,BOSENTANA
820,BOTOX
821,BOTULIFT
822,BOTULIM
823,BOZORED
824,BRAMICAR
825,BRAMICAR HCT
826,BRAMITOB
827,BRANTA
828,BRASART
829,BRASART BCC
830,BRASART HCT
831,BRAVAN
832,BRAVAN DUO
833,BRAVAN HCT
834,BRAVITAN
835,BRECILA
836,BRENZYS
837,BREVIBLOC
838,BREVIBLOC DILU�DO
839,BREXIN
840,BRIDION
841,BRILINTA
842,BRILIV
843,BRINEURA
844,BRINTELLIX
845,BRITENS
846,BRIVLERA
847,BROMAZEPAM
848,BROMAZEPAM (PORTARIA 344/98 - LISTA B1)
849,BROMELIN
850,BROMETO DE  N-BUTIL ESCOPOLAMINA + DIPIRONA SODICA
851,BROMETO DE IPRATROPIO
852,BROMETO DE IPRATR�PIO
853,BROMETO DE IPRATR�PRIO
854,BROMETO DE N-BUTILESCOPOLAMINA
855,BROMETO DE N-BUTILESCOPOLAMINA + DIPIRONA
856,BROMETO DE PANCUR�NIO
857,BROMETO DE PINAVERIO
858,BROMETO DE PINAV�RIO
859,BROMETO DE PIPECURONIO
860,BROMETO DE ROCURONIO
861,BROMETO DE ROCUR�NIO
862,BROMEXPEC
863,BROMIDRATO DE CITALOPRAM
864,BROMIDRATO DE DARIFENACINA
865,BROMIDRATO DE FENOTEROL
866,BROMIDRATO DE GALANTAMINA
867,BROMIFEN
868,BROMIGAN
869,BROMIL
870,BROMOFORMIO + ASSOCIA��ES
871,BROMOGEX
872,BROMOPRIDA
873,BROMOXON
874,BROMUC
875,BRONCATAR
876,BRONCHO-VAXOM
877,BRONCOLEX
878,BRONCOMUCOL
879,BRONDELIX
880,BRONDILAT
881,BRONFILIL
882,BRONQTRAT
883,BRONQUIMUCIL
884,BRONQUITOSS
885,BRONQUIVITA
886,BRONTEK
887,BRONXINA
888,BRONXOL
889,BROZOVIC
890,BRYOPHYLLUM ARGENTO CULTUM
891,B-SUPRIN
892,B-TABLOCK
893,BUCLINA
894,BUDECORT AQUA
895,BUDESONIDA
896,BUENE
897,BULANSI
898,BUONA
899,BUP
900,BUPICAN
901,BUPIUM
902,BUPIUM XL
903,BUPROVIL
904,BUPSTESIC
905,BUPSTESIC COM VASO
906,BUSCODUO
907,BUSCOFEM
908,BUSCOPAN
909,BUSCOPAN COMPOSTO
910,BUSCOPLEX COMPOSTO
911,BUSCOVERAN COMPOSTO
912,BUSILVEX
913,BUSONID
914,BUTACID
915,BUTALAB
916,BUTILBROMETO DE ESCOPOLAMINA
917,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA MONOIDRATADA
918,BUTILBROMETO DE ESCOPOLAMINA + DIPIRONA S�DICA
919,BUTILBROMETO DE ESCOPOLAMINA+DIPIRONA SODICA
920,B-VIT
921,BYCAL
922,CAAB
923,CABAZITAXEL
924,CABAZRED
925,CABEREDUX
926,CABERGOLINA
927,CABERTRIX
928,CABOMETYX
929,CADENZA
930,CAELYX
931,CAFIASPIRINA
932,CAFILISADOR
933,CALAMYN
934,CALCIFIX COMPOSTO B12
935,CALCIJEX
936,CALCIMEC D3
937,CALCITONINA SINT�TICA
938,CALCITRAN B12
939,CALCIUM SANDOZ
940,CALCIUM SANDOZ + VITAMINA C LARANJA
941,CALCORT
942,CALDROX D
943,CALMADOR
944,CALMALEVHY
945,CALMAN
946,CALMANTINA
947,CALMASYN
948,CALMAZIL
949,CALMINEX
950,CALMINTHEO
951,CALMITANE
952,CALMOPLANTAS
953,CALMPHAR PI
954,CALNATE
955,CALQUENCE
956,CALT
957,CALTRATE 600 + M
958,CALTREN
959,CAMOMILA COMPOSTA CATARINENSE
960,CAMOMILINA C
961,CAMPTOSAR
962,CAMPTRIX
963,CANCIDAS
964,CANDECOR
965,CANDECOR HCT
966,CANDERM
967,CANDESARTANA CILEXETILA
968,CANDESARTANA CILEXETILA + HIDROCLOROTIAZIDA
969,CANDESARTANA CILEXETILA+HIDROCLOROTIAZIDA
970,CANDESSA
971,CANDESSA HCT
972,CANDICORT
973,CANDIGRAN
974,CANDITRAT
975,CANDORAL
976,CANESTEN
977,C�NFORA
978,CAPECARE
979,CAPECITABINA
980,CAPELIV
981,CAPILAREMA
982,CAPOTRINEO
983,CAPOX
984,CAPRELSA
985,CAPSFEN
986,CAPS-IPEN
987,CAPTOCORD
988,CAPTOLAB
989,CAPTOMED
990,CAPTOMIDO
991,CAPTOPRIL
992,CAPTOSEN
993,CAPTOTEC
994,CAPY
995,CAPYLA-HAIR
996,CAPZAT
997,CARBAGLU
998,CARBAMAZEPINA
999,CARBIDOL
1000,CARBIDOPA MONOIDRATADA + LEVODOPA
1001,CARBITAL
1002,CARBOCIN
1003,CARBOCISTEINA
1004,CARBOCISTE�NA
1005,CARBOLITIUM
1006,CARBONATO DE L�TIO
1007,CARBOPLATINA
1008,CARBOTRAT
1009,CARDBET
1010,CARDCOR
1011,CARDICORON
1012,CARDILOL
1013,CARDIOXANE
1014,CARD-IPEN
1015,CARDITRIL
1016,CARDIZEM
1017,CARDOMARIN
1018,CARDURAN
1019,CARELI
1020,CARISOPRODOL + DICLOFENACO DE S�DIO + PARACETAMOL+ CAFE�NA
1021,CARLIT
1022,CARNABOL
1023,CARNABOL KIDS
1024,CARVEDILAT
1025,CARVEDILOL
1026,CARVEGRAN
1027,CARVEROL
1028,C�SCARA SAGRADA BIONATUS
1029,C�SCARA SAGRADA HERBARIUM
1030,CASODEX
1031,CASPACIL
1032,CASTANHA DA �NDIA
1033,CASTANHA DA �NDIA ALTHAIA
1034,CASTANHA DA �NDIA ATALAIA
1035,CASTANHA DA �NDIA COMPOSTA
1036,CASTANHA DA �NDIA EC
1037,CASTANHA DA INDIA GLOBO
1038,CASTANHA DA �NDIA HERBARIUM
1039,CASTANHA DA INDIA ORIENT
1040,CATAFLAM
1041,CATAFLAMPRO
1042,CATAFLEXYM
1043,CATUAMA
1044,CAVALINHA ORIENT
1045,CAVERJECT
1046,CAZIDERM
1047,CAZIGERAN
1048,CBEQUIM
1049,CEBION
1050,CEBION C�LCIO
1051,CEBION ZINCO
1052,CEBRALAT
1053,CEBRILIN
1054,CECLOR
1055,CECNOIN
1056,CECOFLAN
1057,CEDROXIL
1058,CEDUR
1059,CEF
1060,CEFABEN
1061,CEFACIMED
1062,CEFACLOR
1063,CEFADRIN
1064,CEFADROXILA
1065,CEFAGEL
1066,CEFALEXINA
1067,CEFALEXINA MONOIDRATADA
1068,CEFALIUM
1069,CEFALIUM ONE
1070,CEFALIV
1071,CEFALOTIL
1072,CEFALOTINA SODICA
1073,CEFALOTINA S�DICA
1074,CEFANAXIL
1075,CEFARISTON
1076,CEFAZIMA
1077,CEFAZOLINA S�DICA
1078,CEFLEN
1079,CEFOTAXIMA SODICA
1080,CEFOTAXIMA S�DICA
1081,CEFOXITINA S�DICA
1082,CEFPROL
1083,CEFTAFOR
1084,CEFTAZIDIMA
1085,CEFTAZIDIMA PENTAHIDRATADA
1086,CEFTAZIDIMA PENTAIDRATADA
1087,CEFTAZIDON
1088,CEFTFENPRO LP
1089,CEFTON
1090,CEFTRIAXONA DISS�DICA
1091,CEFTRIAXONA DISS�DICA HEMIEPTAIDRATADA
1092,CEFTRIAXONA S�DICA
1093,CEFTRIONA
1094,CEFUROXIMA S�DICA
1095,CEL
1096,CELEBRA
1097,CELECOXIBE
1098,CELERG
1099,CELERGIN
1100,CELESTAMINE
1101,CELESTONE
1102,CELESTONE SOLUSPAN
1103,CELESTRAT
1104,CELETIL
1105,CELLCEPT
1106,CELLEXINA
1107,CELLOZINA
1108,CELLUFAN  VITA
1109,CELOCORT
1110,CELOZOL
1111,CELSENTRI
1112,CENEVIT
1113,CENEVIT ARG
1114,CENEVIT ZINCO
1115,CENTELLA HERBARIUM
1116,CEPLUS
1117,CEPLUVITIN
1118,CEPLUVITIN ARG
1119,CERAZETTE
1120,CERDELGA
1121,CEREMIL
1122,CEREZYME
1123,CERNE-12
1124,CERTICAN
1125,CERUMIN
1126,CERVARIX
1127,CETACONAL
1128,CETADEX
1129,CETAZIMA
1130,CETIHEXAL
1131,CETILPLEX
1132,CETIRTEC
1133,CETOBETA
1134,CETOCONALAB
1135,CETOCONAZOL
1136,CETOCONAZOL + BETAMETASONA + SULFATO DE NEOMICINA
1137,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA
1138,CETOCONAZOL + DIPROPIONATO DE BETAMETASONA + SULFATO DE NEOMICINA
1139,CETOCONAZOL+ DIPROPIONATO DE BETAMETASONA
1140,CETOCONAZOL+ DIPROPIONATO DE BETAMETASONA+ SULFATO DE NEOMICINA
1141,CETOCONAZOL+DIPROPIONATO DE BETAMETASONA
1142,CETOCONAZOL+DIPROPIONATO DE BETAMETASONA+SULFATO DE NEOMICINA
